Filename	Word-Index	Word	Phoneme-Index	Phoneme	Consonant_Duration	Closure_Duration	Noise_Duration	Manner	Voicing	Place	Sibilance	Posteriority	Sys_Name	Context	Sys_Quality_BL	Sys_Quality	Sys_Family	Sys_CrossType
booksent_2013_0088	2	but	0	B	50.0	41000.0	9.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0088	8	about	1	B	60.0	47000.0	13.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	13	carried	0	K	80.0	38000.0	42.0	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	15	down	0	D	60.0	29000.0	31.0	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	16	to	0	T	50.0	8000.0	42.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	18	little	2	T	40.0	2000.0	38.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	1	gave	0	G	70.0	11000.0	59.0	Stop	Voiced	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	26	water	2	T	80.0	38000.0	42.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	3	to	0	T	50.0	11000.0	39.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	4	toto	0	T	120.0	38000.0	82.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	4	toto	2	T	150.0	71000.0	79.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	6	taking	0	T	60.0	5000.0	55.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	6	taking	2	K	60.0	38000.0	22.0	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	8	pail	0	P	90.0	41000.0	49.0	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0090	15	faded	2	D	50.0	29000.0	21.0	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0090	23	pretty	3	T	70.0	14000.0	56.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0090	2	gingham	0	G	90.0	38000.0	52.0	Stop	Voiced	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	11	city	2	T	70.0	20000.0	50.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	15	tinkling	0	T	70.0	35000.0	35.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	22	bed	0	B	60.0	41000.0	19.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	3	time	0	T	90.0	11000.0	79.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	6	walking	2	K	80.0	71000.0	9.0	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	8	toward	0	T	90.0	38000.0	52.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0092	20	pole	0	P	100.0	56000.0	44.0	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0092	21	to	0	T	50.0	29000.0	21.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0092	22	keep	0	K	110.0	47000.0	63.0	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0092	24	birds	0	B	70.0	50000.0	20.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0092	28	corn	0	K	90.0	44000.0	46.0	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0092	4	cornfield	0	K	100.0	65000.0	35.0	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0092	5	beyond	0	B	60.0	38000.0	22.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0093	15	dismal	0	D	60.0	44000.0	16.0	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0093	19	country	0	K	90.0	47000.0	43.0	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0093	20	became	0	B	50.0	41000.0	9.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0093	20	became	2	K	120.0	47000.0	73.0	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0094	17	darkness	0	D	60.0	29000.0	31.0	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0094	7	faded	2	D	50.0	29000.0	21.0	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	10	go	0	G	70.0	35000.0	35.0	Stop	Voiced	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	11	back	0	B	100.0	68000.0	32.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	12	to	0	T	60.0	35000.0	25.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	21	to	0	T	40.0	8000.0	32.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	24	deep	0	D	60.0	47000.0	13.0	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	27	by	0	B	70.0	44000.0	26.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	8	about	1	B	60.0	38000.0	22.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	9	to	0	T	50.0	17000.0	33.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0096	10	body	0	B	70.0	47000.0	23.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0096	10	body	2	D	60.0	35000.0	25.0	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0096	11	but	0	B	50.0	17000.0	33.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0096	14	perfectly	0	P	90.0	47000.0	43.0	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0096	19	could	0	K	50.0	35000.0	15.0	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0096	8	upon	1	P	90.0	38000.0	52.0	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0097	0	but	0	B	90.0	86000.0	4.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0097	19	passage	0	P	100.0	59000.0	41.0	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0097	23	party	0	P	90.0	56000.0	34.0	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0097	2	tin	0	T	70.0	29000.0	41.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0097	5	to	0	T	50.0	17000.0	33.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0098	10	gone	0	G	70.0	47000.0	23.0	Stop	Voiced	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0098	17	toto	0	T	90.0	23000.0	67.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0098	17	toto	2	T	110.0	62000.0	48.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0098	21	basket	0	B	70.0	47000.0	23.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0099	0	but	0	B	50.0	44000.0	6.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0099	13	hidden	2	D	40.0	29000.0	11.0	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0099	5	came	0	K	100.0	44000.0	56.0	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0099	7	deep	0	D	70.0	53000.0	17.0	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0100	0	but	0	B	50.0	32000.0	18.0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0100	12	tin	0	T	100.0	35000.0	65.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0100	1	to	0	T	80.0	44000.0	36.0	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0100	6	could	0	K	50.0	32000.0	18.0	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0003	16	challenge	0	CH	140.0	32000.0	108.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0013	7	children's	0	CH	80.0	35000.0	45.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0021	3	jealous	0	JH	130.0	53000.0	77.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0022	4	approaches	4	CH	90.0	32000.0	58.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0025	8	petulant	2	CH	90.0	41000.0	49.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0029	8	roger	2	JH	90.0	38000.0	52.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0033	5	chamber	0	CH	130.0	47000.0	83.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0035	2	just	0	JH	80.0	11000.0	69.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0041	17	just	0	JH	90.0	47000.0	43.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0043	5	advantages	7	JH	100.0	41000.0	59.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0044	19	just	0	JH	100.0	41000.0	59.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0046	17	jerry	0	JH	110.0	47000.0	63.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0048	8	children	0	CH	110.0	29000.0	81.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0051	4	partridges	6	JH	80.0	32000.0	48.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0055	5	duchess	2	CH	110.0	53000.0	57.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0059	6	chance	0	CH	130.0	32000.0	98.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0062	2	just	0	JH	100.0	47000.0	53.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0069	5	juggler	0	JH	120.0	44000.0	76.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0070	17	cheap	0	CH	110.0	41000.0	69.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0070	22	situation	2	CH	110.0	44000.0	66.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0072	12	situation	2	CH	120.0	53000.0	67.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0072	15	joke	0	JH	120.0	47000.0	73.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0076	5	chair	0	CH	110.0	29000.0	81.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0081	12	pages	2	JH	80.0	44000.0	36.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0083	12	reaching	2	CH	100.0	35000.0	65.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0087	8	child	0	CH	140.0	38000.0	102.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0088	3	gently	0	JH	110.0	29000.0	81.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0090	4	checks	0	CH	130.0	47000.0	83.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0096	7	jointed	0	JH	110.0	35000.0	75.0	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0097	11	chopped	0	CH	90.0	2000.0	88.0	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0001	0	there	0	DH	140.0	0.0	140.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0001	10	messenger	2	S	100.0	0.0	100.0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0001	11	should	0	SH	70.0	0.0	70.0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0001	14	the	0	DH	60.0	0.0	60.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0001	15	village	0	V	70.0	0.0	70.0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0001	6	send	0	S	130.0	0.0	130.0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0001	8	before	2	F	90.0	0.0	90.0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0001	9	the	0	DH	50.0	0.0	50.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0002	0	david	2	V	60.0	0.0	60.0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0002	10	sense	0	S	110.0	0.0	110.0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0002	12	the	0	DH	50.0	0.0	50.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0002	13	occasion	3	ZH	110.0	0.0	110.0	Fricative	Voiced	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0002	3	saul	0	S	150.0	0.0	150.0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0002	5	never	2	V	50.0	0.0	50.0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0002	6	have	0	HH	50.0	0.0	50.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0002	7	shown	0	SH	130.0	0.0	130.0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0002	9	finer	0	F	120.0	0.0	120.0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0003	10	before	2	F	100.0	0.0	100.0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0003	12	she	0	SH	80.0	0.0	80.0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0003	1	found	0	F	130.0	0.0	130.0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0003	2	her	0	HH	50.0	0.0	50.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0003	5	had	0	HH	60.0	0.0	60.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0003	6	found	0	F	80.0	0.0	80.0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0003	7	her	0	HH	30.0	0.0	30.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0003	8	the	0	DH	50.0	0.0	50.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0004	11	headshake	0	HH	70.0	0.0	70.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0004	11	headshake	3	SH	120.0	0.0	120.0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0004	3	she	0	SH	80.0	0.0	80.0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0005	10	that	0	DH	40.0	0.0	40.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0005	12	had	0	HH	60.0	0.0	60.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0005	14	her	0	HH	70.0	0.0	70.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0005	15	foolish	0	F	110.0	0.0	110.0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0005	16	fern	0	F	260.0	0.0	260.0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0005	20	the	0	DH	60.0	0.0	60.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0005	2	this	0	DH	50.0	0.0	50.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0005	4	nothing	2	TH	50.0	0.0	50.0	Fricative	Voiceless	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0005	9	save	0	S	180.0	0.0	180.0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0006	0	she	0	SH	140.0	0.0	140.0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0006	11	this	0	DH	60.0	0.0	60.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0006	14	answer	2	S	110.0	0.0	110.0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0006	16	sufficient	0	S	80.0	0.0	80.0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0006	16	sufficient	2	F	70.0	0.0	70.0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0006	16	sufficient	4	SH	90.0	0.0	90.0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0006	1	had	0	HH	80.0	0.0	80.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0006	5	her	0	HH	60.0	0.0	60.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0007	11	her	0	HH	70.0	0.0	70.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0007	12	she	0	SH	140.0	0.0	140.0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0007	3	her	0	HH	110.0	0.0	110.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0007	7	pursuit	2	S	120.0	0.0	120.0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0007	8	had	0	HH	30.0	0.0	30.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0007	9	actually	2	SH	40.0	0.0	40.0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0008	11	she	0	SH	110.0	0.0	110.0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0008	13	the	0	DH	50.0	0.0	50.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0008	14	hideous	0	HH	140.0	0.0	140.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0008	16	presence	3	Z	90.0	0.0	90.0	Fricative	Voiced	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0008	4	her	0	HH	60.0	0.0	60.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0008	9	even	1	V	40.0	0.0	40.0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0009	15	head	0	HH	60.0	0.0	60.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0009	16	the	0	DH	30.0	0.0	30.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0009	2	have	0	HH	40.0	0.0	40.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0009	4	there	0	DH	50.0	0.0	50.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0009	9	sobbed	0	S	30.0	0.0	30.0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0010	15	rather	2	DH	40.0	0.0	40.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0010	16	the	0	DH	60.0	0.0	60.0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0010	1	have	0	HH	80.0	0.0	80.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0010	20	baffled	2	F	80.0	0.0	80.0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0010	6	sentinel	0	S	160.0	0.0	160.0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0011	16	had	0	HH	90.0	0.0	90.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0011	18	shade	0	SH	200.0	0.0	200.0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0011	1	present	3	Z	90.0	0.0	90.0	Fricative	Voiced	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0011	4	however	0	HH	70.0	0.0	70.0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0011	4	however	3	V	70.0	0.0	70.0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
booksent_2013_0011	6	such	0	S	110.0	0.0	110.0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	A	CV	Natural	Natural	Natural	Natural
