"Filename"	"Word.Index"	"Word"	"Phoneme.Index"	"Phoneme"	"Manner"	"Voicing"	"Place"	"Sibilance"	"Posteriority"	"Sys_Name"	"Context"	"Sys_Quality_BL"	"Sys_Quality"	"Sys_Family"	"Sys_CrossType"	"UnID"	"Consonant_Duration"	"Closure_Duration"	"Noise_Duration"	"RMS_Amplitude"	"Burst_Amplitude"	"Peak_Presence"	"Peak.Amplitude"	"Peak.Frequency"	"Dyn.Amplitude"	"Spectral.Tilt"	"Spectral.Shape"	"Sys.Fam"	"Sys.Name"	"Sys.Qual"	"Sys.Fam.CrossType"
"booksent_2013_0019"	11	"during"	0	"D"	"Stop"	"Voiced"	"Alveolar"	"0"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-11-during-0-D-A"	230	11000	219	51.08065	56.81	1	54.46	4500	4.08	4.64	4.59	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	11	"during"	0	"D"	"Stop"	"Voiced"	"Alveolar"	"0"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-11-during-0-D-Q"	140	107000	33	58.687283	60.33	1	62.98	4062.5	0.42	-6.95	3.91	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	11	"during"	0	"D"	"Stop"	"Voiced"	"Alveolar"	"0"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-11-during-0-D-R"	80	50000	30	52.147312	58	1	56.02	4031.25	0.95	-4.13	12.13	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	11	"during"	0	"D"	"Stop"	"Voiced"	"Alveolar"	"0"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-11-during-0-D-Y"	130	95000	35	57.52883	58.7	1	63.85	3968.75	-0.4	-7.82	2.77	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	11	"during"	0	"D"	"Stop"	"Voiced"	"Alveolar"	"0"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-11-during-0-D-Z"	80	65000	15	52.4012	55.17	1	65.1	2875	-8.03	-22.72	6.01	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	12	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-12-the-0-DH-A"	40	0	40	68.30445	0	0	86.69	1406.25	-11.47	-19.11	-4.14	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	12	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-12-the-0-DH-Q"	40	0	40	63.424553	0	0	81.83	562.5	-4.17	-26.18	-2.91	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	12	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-12-the-0-DH-R"	50	0	50	58.952293	0	0	80.85	1687.5	-9.5	-21.58	5.99	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	12	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-12-the-0-DH-Y"	30	0	30	68.5477	0	0	85.06	593.75	-6.69	-21.36	-2.33	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	12	"the"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-12-the-0-DH-Z"	40	0	40	60.03788	0	0	80.86	562.5	-9.75	-20.54	-3.68	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	13	"whole"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-13-whole-0-HH-A"	170	0	170	66.91074	0	0	88.14	3906.25	4.39	1.68	1.52	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	13	"whole"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-13-whole-0-HH-Q"	80	0	80	55.663853	0	0	73.61	1281.25	0	-17.55	1.24	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	13	"whole"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-13-whole-0-HH-R"	80	0	80	55.614254	0	0	74	1437.5	0	-21.49	5.49	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	13	"whole"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-13-whole-0-HH-Y"	130	0	130	59.043003	0	0	75.75	3906.25	0.6	-11.76	3.59	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	13	"whole"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-13-whole-0-HH-Z"	120	0	120	57.935776	0	0	74.92	2968.75	0.25	-13.64	5.36	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	15	"their"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-15-their-0-DH-A"	40	0	40	61.982883	0	0	78.9	1718.75	0	-6.57	4.19	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	15	"their"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-15-their-0-DH-Q"	40	0	40	55.583523	0	0	67.99	1812.5	-5.39	-15.48	-0.16	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	15	"their"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-15-their-0-DH-R"	40	0	40	59.24299	0	0	75.23	1718.75	-1.92	-18.44	6.05	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	15	"their"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-15-their-0-DH-Y"	40	0	40	55.767212	0	0	67.25	1843.75	-5.18	-16.12	3.83	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	15	"their"	0	"DH"	"Fricative"	"Voiced"	"Dental"	"Non_Sibilant"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-15-their-0-DH-Z"	40	0	40	53.453793	0	0	65.06	5875	-2.94	-9.07	4.9	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	16	"conversation"	0	"K"	"Stop"	"Voiceless"	"Velar"	"0"	"Posterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-16-conversation-0-K-A"	90	38000	52	48.98952	58.22	1	56.47	1593.75	0	-7.99	5.29	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	16	"conversation"	0	"K"	"Stop"	"Voiceless"	"Velar"	"0"	"Posterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-16-conversation-0-K-Q"	90	53000	37	47.401848	56.23	1	47.79	1468.75	0	-9.31	5.51	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	16	"conversation"	0	"K"	"Stop"	"Voiceless"	"Velar"	"0"	"Posterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-16-conversation-0-K-R"	90	50000	40	44.947166	55.43	1	51.91	1718.75	0	-12.77	4.52	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	16	"conversation"	0	"K"	"Stop"	"Voiceless"	"Velar"	"0"	"Posterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-16-conversation-0-K-Y"	90	50000	40	46.373417	55.87	1	51.56	1593.75	0	-8.93	3.31	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	16	"conversation"	0	"K"	"Stop"	"Voiceless"	"Velar"	"0"	"Posterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-16-conversation-0-K-Z"	80	44000	36	47.167336	55.56	1	48.45	1531.25	0	-9.56	2.21	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	16	"conversation"	3	"V"	"Fricative"	"Voiced"	"Labiodental"	"Non_Sibilant"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-16-conversation-3-V-A"	40	0	40	59.136818	0	0	71.82	625	-13.76	-12.79	4.31	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	16	"conversation"	5	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-16-conversation-5-S-A"	130	0	130	75.20823	0	0	99.89	5906.25	25.53	31.61	6.07	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	16	"conversation"	5	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-16-conversation-5-S-Q"	110	0	110	65.91813	0	0	99.83	5843.75	39.05	21.48	6.88	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	16	"conversation"	5	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-16-conversation-5-S-R"	110	0	110	61.02221	0	0	83.74	5593.75	19.96	14.61	7.83	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	16	"conversation"	5	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-16-conversation-5-S-Y"	110	0	110	66.06142	0	0	93.6	5750	27.69	24.99	5.62	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	16	"conversation"	5	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-16-conversation-5-S-Z"	100	0	100	63.203	0	0	90.88	5750	25.18	20.23	5.19	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	16	"conversation"	7	"SH"	"Fricative"	"Voiceless"	"Postalveolar"	"Sibilant"	"Posterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-16-conversation-7-SH-A"	100	0	100	81.40633	0	0	105.18	3062.5	24.65	18.25	17.64	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	16	"conversation"	7	"SH"	"Fricative"	"Voiceless"	"Postalveolar"	"Sibilant"	"Posterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-16-conversation-7-SH-Q"	80	0	80	71.38076	0	0	91.25	3656.25	11.78	9.16	25.34	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	16	"conversation"	7	"SH"	"Fricative"	"Voiceless"	"Postalveolar"	"Sibilant"	"Posterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-16-conversation-7-SH-R"	80	0	80	65.98188	0	0	87.33	2812.5	4.26	0.73	24.08	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	16	"conversation"	7	"SH"	"Fricative"	"Voiceless"	"Postalveolar"	"Sibilant"	"Posterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-16-conversation-7-SH-Y"	80	0	80	70.90446	0	0	92.6	3656.25	16.58	10.12	26.18	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	16	"conversation"	7	"SH"	"Fricative"	"Voiceless"	"Postalveolar"	"Sibilant"	"Posterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-16-conversation-7-SH-Z"	70	0	70	69.53623	0	0	88.89	5781.25	12.23	12.25	25.09	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	17	"her"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-17-her-0-HH-A"	100	0	100	50.381187	0	0	64.29	1062.5	0	-14.56	6.64	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	17	"her"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-17-her-0-HH-Q"	50	0	50	53.721317	0	0	75	1843.75	-6.64	-34.28	4.3	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	17	"her"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-17-her-0-HH-R"	90	0	90	54.02084	0	0	78.96	1781.25	0	-28.64	9.52	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	17	"her"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-17-her-0-HH-Y"	70	0	70	55.282925	0	0	80.31	1875	0	-33.83	7.82	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	17	"her"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-17-her-0-HH-Z"	70	0	70	53.41014	0	0	72.3	2531.25	-1.13	-28.27	8.54	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	19	"had"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-19-had-0-HH-A"	110	0	110	72.90562	0	0	94.36	4937.5	4.18	-15.21	11.94	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	19	"had"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-19-had-0-HH-Q"	50	0	50	59.0541	0	0	82.63	1875	0	-33.14	6.34	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	19	"had"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-19-had-0-HH-R"	70	0	70	55.121407	0	0	79.32	1906.25	0	-21.73	14.44	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	19	"had"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-19-had-0-HH-Y"	70	0	70	56.428303	0	0	80.76	1937.5	0	-32.75	9.2	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	19	"had"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-19-had-0-HH-Z"	70	0	70	55.62522	0	0	75.36	2031.25	0.78	-23.37	9.96	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	1	"doubt"	0	"D"	"Stop"	"Voiced"	"Alveolar"	"0"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-1-doubt-0-D-A"	100	35000	65	60.023853	58.42	1	63.58	4031.25	4.29	1.65	4.59	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	1	"doubt"	0	"D"	"Stop"	"Voiced"	"Alveolar"	"0"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-1-doubt-0-D-Q"	80	29000	51	58.070972	56.27	1	61.3	625	-3.94	-10.25	4.24	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	1	"doubt"	0	"D"	"Stop"	"Voiced"	"Alveolar"	"0"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-1-doubt-0-D-R"	90	35000	55	56.664047	57.8	1	63.59	1937.5	-2.37	-15.16	6.24	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	1	"doubt"	0	"D"	"Stop"	"Voiced"	"Alveolar"	"0"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-1-doubt-0-D-Y"	70	14000	56	57.439503	59.06	1	60.42	1875	-3.74	-12.62	4	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	1	"doubt"	0	"D"	"Stop"	"Voiced"	"Alveolar"	"0"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-1-doubt-0-D-Z"	90	32000	58	56.47404	56.23	1	58.47	4468.75	-1.87	-7.25	4.71	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	20	"been"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-20-been-0-B-A"	40	26000	14	55.92625	55.73	1	59.66	1906.25	-5.61	-15.59	5.32	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	20	"been"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-20-been-0-B-Q"	50	41000	9	53.695477	56.2	1	70.35	2718.75	0.26	-33.24	5.93	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	20	"been"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-20-been-0-B-R"	50	32000	18	50.71176	57.22	1	57.79	1906.25	0	-13.88	13.56	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	20	"been"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-20-been-0-B-Y"	50	32000	18	45.025734	48.1842155456543	0	42.98	2843.75	-3.63	-13.3	0.69	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	20	"been"	0	"B"	"Stop"	"Voiced"	"Bilabial"	"0"	"Anterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-20-been-0-B-Z"	60	47000	13	50.647205	56.69	1	65.03	1781.25	-2.22	-19.59	6	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	2	"her"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-2-her-0-HH-A"	80	0	80	66.738495	0	0	89.61	1968.75	0	-14.27	16.28	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	2	"her"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-2-her-0-HH-Q"	50	0	50	65.84337	0	0	85.53	2531.25	0.73	-10.3	21.14	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	2	"her"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-2-her-0-HH-R"	70	0	70	64.680244	0	0	84.38	1843.75	0	-17.16	15.27	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	2	"her"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-2-her-0-HH-Y"	60	0	60	65.72569	0	0	88.02	2812.5	2.15	-7.6	22.19	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	2	"her"	0	"HH"	"Fricative"	"Voiceless"	"Glottal"	"Non_Sibilant"	"Posterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-2-her-0-HH-Z"	80	0	80	62.240948	0	0	80.33	2875	0.56	-14.01	16.96	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	5	"good"	0	"G"	"Stop"	"Voiced"	"Velar"	"0"	"Posterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-5-good-0-G-A"	110	53000	57	46.2282	55.01	1	50.21	1187.5	0	-9.97	-3.76	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	5	"good"	0	"G"	"Stop"	"Voiced"	"Velar"	"0"	"Posterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-5-good-0-G-Q"	110	71000	39	45.605576	56.6	1	48.65	1156.25	0	-14.44	0.04	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	5	"good"	0	"G"	"Stop"	"Voiced"	"Velar"	"0"	"Posterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-5-good-0-G-R"	90	62000	28	42.92161	52.67	1	45.28	1250	-1.24	-12.85	-2.06	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	5	"good"	0	"G"	"Stop"	"Voiced"	"Velar"	"0"	"Posterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-5-good-0-G-Y"	80	65000	15	54.28019	55.72	1	74.5	562.5	-2.72	-28.07	-7.3	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	5	"good"	0	"G"	"Stop"	"Voiced"	"Velar"	"0"	"Posterior"	"Z"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-5-good-0-G-Z"	100	89000	11	66.45824	56.02	1	82.4	593.75	-6.37	-18.96	-6.86	"Neural"	"Z"	"Neu-R1"	"Neural-WN"
"booksent_2013_0019"	6	"intentions"	2	"T"	"Stop"	"Voiceless"	"Alveolar"	"0"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-6-intentions-2-T-A"	90	8000	82	50.484528	55.37	1	52.43	3093.75	4.66	-1.24	6.51	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	6	"intentions"	5	"CH"	"Affricate"	"Voiceless"	"Postalveolar"	"0"	"Posterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-6-intentions-5-CH-A"	60	2000	58	60.067604	71.38	1	61.82	3125	7.8	5.68	6.29	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	8	"impossible"	2	"P"	"Stop"	"Voiceless"	"Bilabial"	"0"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-8-impossible-2-P-A"	60	14000	46	44.454903	58.26	1	42.74	1406.25	0	-7.16	2.43	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	8	"impossible"	4	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"A"	"CV"	"Natural"	"Natural"	"Natural"	"Natural"	"booksent_2013_0019-8-impossible-4-S-A"	100	0	100	73.28675	0	0	98.87	5593.75	30.83	34.32	3.05	"Natural"	"A"	"Natural"	"Natural"
"booksent_2013_0019"	8	"impossible"	4	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"Q"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-8-impossible-4-S-Q"	100	0	100	64.361496	0	0	95.57	5750	35.56	26.17	2.2	"Neural"	"Q"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	8	"impossible"	4	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"R"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-GA"	"booksent_2013_0019-8-impossible-4-S-R"	100	0	100	61.086487	0	0	87.41	6093.75	27.05	16.81	5.59	"Neural"	"R"	"Neu-R1"	"Neural-GA"
"booksent_2013_0019"	8	"impossible"	4	"S"	"Fricative"	"Voiceless"	"Alveolar"	"Sibilant"	"Anterior"	"Y"	"CV"	"Good"	"Neu-R1"	"Neural"	"Neural-WN"	"booksent_2013_0019-8-impossible-4-S-Y"	100	0	100	64.150375	0	0	93.32	5750	32.29	26.22	2.78	"Neural"	"Y"	"Neu-R1"	"Neural-WN"
