Filename	Word-Index	Word	Phoneme-Index	Phoneme	RMS_Amplitude	Burst_Amplitude	Peak_Presence	Manner	Voicing	Place	Sibilance	Posteriority	Sys_Name	Context	Sys_Quality_BL	Sys_Quality	Sys_Family	Sys_CrossType
booksent_2013_0027	9	till	0	T	50.23294	56.3	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0037	16	the	0	DH	58.97709	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0076	23	the	0	DH	53.76777	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0040	13	she	0	SH	74.472176	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0064	12	the	0	DH	52.956802	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0017	10	within	2	DH	47.998142	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0030	1	passed	0	P	47.942017	57.32	1	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0030	12	resembled	2	Z	59.162296	0.0	0	Fricative	Voiced	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0059	8	this	0	DH	54.534412	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0012	5	distance	0	D	57.58136	58.94	1	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0067	15	social	0	S	57.977024	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0042	14	towards	0	T	42.795376	56.43	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0074	19	she	0	SH	67.289986	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	21	filled	0	F	52.7326	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0056	19	thunderstorm	0	TH	55.586674	0.0	0	Fricative	Voiceless	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0017	3	gratified	3	T	50.49103	59.03	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0037	13	he	0	HH	61.24375	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0066	24	foot	0	F	52.066246	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0032	6	vivid	2	V	50.010124	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0078	7	cotton	0	K	45.121235	55.83	1	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0013	6	his	0	HH	56.316338	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0028	9	persuaded	0	P	47.204826	55.28	1	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0056	4	there	0	DH	67.98615	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0065	0	the	0	DH	39.36095	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0041	22	do	0	D	51.004906	55.82	1	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0030	26	maternal	2	T	45.87346	56.84	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0047	6	patron	0	P	44.364487	56.17	1	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0087	4	gaze	0	G	50.768036	58.13	1	Stop	Voiced	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0061	5	bag	0	B	48.894104	57.49	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0048	8	children	0	CH	51.884018	56.47	1	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0071	16	she	0	SH	65.7301	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	8	about	1	B	52.49952	58.17	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0017	11	the	0	DH	58.38192	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0047	9	his	0	HH	58.883945	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0074	1	came	0	K	50.528416	56.24	1	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0027	26	the	0	DH	49.911964	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0072	1	ceased	0	S	65.90528	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0051	14	then	0	DH	63.947056	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0076	6	by	0	B	51.26058	56.23	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0006	0	she	0	SH	64.19461	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0072	12	situation	0	S	61.753456	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0010	2	likened	2	K	50.33951	55.33	1	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0075	5	before	2	F	52.201004	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0060	24	taking	0	T	47.429466	55.76	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0087	0	she	0	SH	65.253174	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0070	18	revenge	2	V	48.623455	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0014	17	dissatisfaction	4	T	44.63541	55.87	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0044	20	before	2	F	49.128357	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0038	15	the	0	DH	52.157955	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0066	10	had	0	HH	56.400585	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0090	23	pretty	3	T	43.78739	55.72	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0033	13	decided	4	D	52.129375	56.03	1	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0066	20	she	0	SH	64.204216	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0042	11	they	0	DH	55.284397	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0074	15	from	0	F	54.695576	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0023	10	resolved	2	Z	62.605915	0.0	0	Fricative	Voiced	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0077	11	her	0	HH	53.707184	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0068	16	deteriorated	8	T	43.993904	55.76	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0017	3	gratified	5	F	53.600372	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0039	11	sea	0	S	61.457504	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	10	the	0	DH	57.134773	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0082	10	give	0	G	46.774216	56.51	1	Stop	Voiced	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0070	12	he	0	HH	54.61258	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0079	8	the	0	DH	51.837265	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0028	3	carrol	0	K	47.211174	55.8	1	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0098	2	her	0	HH	56.772984	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0028	12	double	0	D	51.24627	56.79	1	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0016	4	the	0	DH	53.08481	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0038	13	banks	0	B	54.36081	58.58	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0014	8	tilney	0	T	48.792862	63.33	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0035	7	themselves	0	DH	55.882298	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0096	7	jointed	0	JH	45.584	55.59	1	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0046	4	this	0	DH	53.9128	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0014	7	captain	0	K	49.784935	57.89	1	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0011	4	however	0	HH	54.36092	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0020	8	to	0	T	49.6055	56.77	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0046	5	sea	0	S	62.211975	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0088	9	his	0	HH	54.407314	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0006	9	to	0	T	48.671844	59.76	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0031	4	piles	0	P	44.94714	58.85	1	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0006	16	sufficient	2	F	51.946575	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0059	6	chance	0	CH	48.33928	55.68	1	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0077	1	pretended	3	T	52.450275	57.11	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0058	22	voice	0	V	48.541992	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0040	3	begin	2	G	51.927025	56.12	1	Stop	Voiced	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0100	16	fell	0	F	54.315826	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0055	4	the	0	DH	54.770046	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0048	14	her	0	HH	50.247856	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0033	18	already	4	D	53.858143	56.36	1	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0082	19	louisiana	3	Z	58.094116	0.0	0	Fricative	Voiced	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0075	13	possessed	2	Z	60.899807	0.0	0	Fricative	Voiced	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0071	10	he	0	HH	68.120056	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0018	19	without	2	DH	59.895065	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0099	3	then	0	DH	63.104496	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0027	28	curls	0	K	43.69057	55.83	1	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0043	7	being	0	B	48.412666	55.66	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0064	0	there	0	DH	39.57425	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0055	3	forgotten	2	G	46.923965	55.64	1	Stop	Voiced	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0012	10	hard	0	HH	55.85561	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0058	5	disobey	4	B	46.619137	55.28	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0092	5	beyond	0	B	47.279613	55.5	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0021	5	her	0	HH	54.401558	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	16	to	0	T	48.584747	56.36	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0094	12	themselves	0	DH	70.22882	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0047	16	by	0	B	50.829056	55.54	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0090	14	somewhat	0	S	63.735695	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0001	5	to	0	T	54.51502	57.79	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0099	13	hidden	0	HH	53.57526	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0072	14	the	0	DH	58.5822	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0010	20	baffled	0	B	48.785275	56.47	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0002	12	the	0	DH	51.89906	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0033	6	the	0	DH	42.192837	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0014	1	the	0	DH	58.066795	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0020	2	should	0	SH	72.272285	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0041	27	too	0	T	47.549816	55.54	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0057	7	turtle	2	T	47.399384	55.55	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0038	12	the	0	DH	61.980644	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0005	9	save	0	S	63.41696	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0055	1	had	0	HH	65.85112	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0040	18	did	0	D	50.11525	55.97	1	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0003	6	found	0	F	55.40196	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0097	19	passage	2	S	59.91514	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0048	13	from	0	F	53.63889	0.0	0	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0039	19	call	0	K	43.153603	52.28	1	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0095	11	back	0	B	51.92063	56.71	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0019	20	been	0	B	50.71176	57.22	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0069	6	tossing	0	T	47.48581	58.06	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0028	9	persuaded	5	D	52.801605	55.32	1	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0069	5	juggler	0	JH	49.612663	56.73	1	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0055	0	she	0	SH	61.283722	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0080	15	paces	2	S	60.396645	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0033	0	she	0	SH	62.835205	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0016	12	the	0	DH	48.22411	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0051	20	hands	0	HH	56.531303	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0034	19	hurt	0	HH	55.94819	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0086	18	tiptoes	0	T	47.495663	56.68	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0015	12	evil	1	V	44.81424	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0009	16	the	0	DH	49.38323	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0062	0	they	0	DH	38.29958	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0016	13	present	3	Z	61.425858	0.0	0	Fricative	Voiced	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0084	12	soft	0	S	61.325424	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0038	2	had	0	HH	65.0354	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0054	0	people	2	P	49.80456	56.65	1	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0019	16	conversation	7	SH	65.98188	0.0	0	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0040	14	told	0	T	50.601566	58.73	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0013	1	could	0	K	51.25186	55.93	1	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0076	5	chair	0	CH	47.82834	55.34	1	Affricate	Voiceless	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0093	20	became	2	K	43.409863	56.19	1	Stop	Voiceless	Velar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0018	29	together	0	T	59.672703	55.58	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0027	15	back	0	B	49.82971	55.13	1	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0057	5	the	0	DH	54.894062	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0097	0	but	0	B	55.089973	34.41488265991211	0	Stop	Voiced	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0044	3	later	2	T	47.679012	56.47	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0021	3	jealous	0	JH	50.512978	58.5	1	Affricate	Voiced	Postalveolar	0	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0094	7	faded	2	D	49.954723	55.55	1	Stop	Voiced	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0041	16	house	0	HH	57.688354	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0077	8	the	0	DH	55.297413	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0027	2	her	0	HH	57.34508	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0057	20	nothing	2	TH	54.08079	0.0	0	Fricative	Voiceless	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0087	10	her	0	HH	64.30429	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0098	6	the	0	DH	51.361664	0.0	0	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0086	2	aside	1	S	67.041954	0.0	0	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0040	0	he	0	HH	42.164124	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0033	10	party	0	P	45.319077	55.58	1	Stop	Voiceless	Bilabial	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0001	15	village	0	V	50.206966	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0079	12	took	0	T	47.688114	55.24	1	Stop	Voiceless	Alveolar	0	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0023	2	herself	0	HH	62.675095	0.0	0	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0032	6	vivid	0	V	49.36821	0.0	0	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
