Filename	Word-Index	Word	Phoneme-Index	Phoneme	Peak.Amplitude	Peak.Frequency	Dyn.Amplitude	Spectral.Tilt	Spectral.Shape	Manner	Voicing	Place	Sibilance	Posteriority	Sys_Name	Context	Sys_Quality_BL	Sys_Quality	Sys_Family	Sys_CrossType
booksent_2013_0085	12	gathered	2	DH	61.8	1687.5	0.0	-10.3	7.5	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0097	16	he	0	HH	75.03	3093.75	6.62	-9.23	11.03	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0034	20	his	0	HH	75.89	2218.75	10.0	-4.04	15.99	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0093	9	the	0	DH	89.7	1750.0	-1.56	-27.29	-0.04	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0019	16	conversation	5	S	83.74	5593.75	19.96	14.61	7.83	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0030	11	she	0	SH	84.97	2937.5	6.75	13.66	27.53	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0072	11	the	0	DH	61.84	3375.0	4.1	-1.45	7.52	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0055	3	forgotten	0	F	70.03	1562.5	0.0	-7.0	13.72	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0050	6	they	0	DH	57.63	2562.5	-4.7	-10.0	2.47	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0001	10	messenger	2	S	85.92	5843.75	16.18	21.75	6.31	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0016	2	suspense	0	S	89.17	5750.0	20.73	20.74	5.76	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0055	21	her	0	HH	74.91	1625.0	0.0	-29.88	8.03	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0067	7	she	0	SH	90.18	2875.0	16.05	17.04	22.94	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0076	11	the	0	DH	86.86	1968.75	-2.88	-21.84	4.45	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0023	4	the	0	DH	63.3	2843.75	-12.85	-5.38	7.39	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0026	14	shield	0	SH	86.82	3593.75	13.88	9.86	20.59	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0055	1	had	0	HH	80.75	2968.75	-4.3	-15.35	12.72	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0073	15	seemed	0	S	88.52	6187.5	25.0	18.44	6.54	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0022	2	resisted	2	Z	86.69	6125.0	23.6	16.5	7.1	Fricative	Voiced	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0027	1	closing	3	Z	82.91	5781.25	3.11	4.27	9.06	Fricative	Voiced	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0002	10	sense	0	S	82.63	6250.0	18.64	14.33	9.86	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0003	5	had	0	HH	84.31	2031.25	1.85	-22.0	13.97	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0077	8	the	0	DH	71.47	5718.75	6.4	3.24	10.72	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0037	19	the	0	DH	64.57	3156.25	3.92	-6.16	9.22	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0040	16	that	0	DH	77.14	1750.0	-6.99	-19.74	-0.68	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0099	4	there	0	DH	79.52	1781.25	-3.86	-18.02	3.78	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0033	11	had	0	HH	75.11	2968.75	2.02	-17.54	12.42	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0007	7	pursuit	2	S	90.09	6000.0	26.77	17.24	8.04	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0075	12	self	0	S	87.87	5687.5	18.01	7.66	5.57	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0073	3	cigar	0	S	87.6	6187.5	21.14	16.03	7.39	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0039	20	the	0	DH	63.19	1406.25	-0.22	-14.83	1.28	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0014	17	dissatisfaction	2	S	90.1	5906.25	23.89	25.42	8.42	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0086	12	the	0	DH	71.2	1750.0	-10.48	-11.12	4.64	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0027	2	her	0	HH	81.14	1781.25	-2.34	-28.42	11.29	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0042	16	other	1	DH	67.97	1625.0	0.0	-15.44	5.85	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0071	18	her	0	HH	80.33	1906.25	0.0	-21.31	16.08	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0006	5	her	0	HH	78.71	1843.75	0.0	-22.62	10.62	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0021	23	misapprehension	7	HH	73.5	2156.25	-3.87	-14.53	15.21	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0092	7	fence	0	F	68.64	5156.25	0.61	-2.42	11.66	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0072	14	the	0	DH	74.81	1843.75	-1.06	-17.06	3.5	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0100	5	he	0	HH	50.98	2156.25	6.34	2.18	4.91	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0048	1	mother	2	DH	73.77	1750.0	-8.44	-15.94	6.12	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0036	16	four	0	F	64.17	1937.5	0.0	-2.79	14.43	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0027	32	hair	0	HH	78.06	2031.25	0.7	-17.51	13.7	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0027	26	the	0	DH	60.02	3000.0	-1.57	-11.83	0.13	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0075	10	the	0	DH	74.42	5625.0	7.36	-2.84	6.21	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0068	2	had	0	HH	88.76	2593.75	-3.44	-25.58	10.16	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0012	14	the	0	DH	71.7	5656.25	8.25	-2.47	16.34	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0068	14	felt	0	F	67.32	1687.5	0.0	-5.31	13.78	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0067	8	had	0	HH	75.91	2093.75	-1.68	-14.04	17.62	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0084	8	full	0	F	69.33	3218.75	2.99	-1.0	15.02	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0035	10	shadowy	0	SH	86.95	2968.75	10.21	10.39	23.19	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0045	1	fact	0	F	73.56	6125.0	3.08	-3.69	12.23	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0059	9	so	0	S	87.61	6093.75	22.99	19.92	5.7	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0050	3	seen	0	S	87.74	5281.25	22.77	20.03	8.48	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0047	9	his	0	HH	77.91	3187.5	-7.67	-22.11	15.16	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0094	5	the	0	DH	73.16	1468.75	-6.87	-13.21	1.03	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0098	6	the	0	DH	63.95	5781.25	3.28	-3.86	7.57	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0023	18	subject	0	S	85.68	5562.5	23.25	14.62	5.19	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0076	3	her	0	HH	77.25	1468.75	0.0	-27.69	2.67	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0011	4	however	3	V	71.8	1468.75	0.0	-14.5	8.84	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0014	5	first	0	F	69.19	5437.5	2.18	-3.42	12.91	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0079	6	over	1	V	67.12	1375.0	-1.82	-13.59	4.78	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0020	0	that	0	DH	48.58	5375.0	3.25	0.02	4.03	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0009	2	have	0	HH	87.42	5281.25	5.07	-8.68	3.01	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0064	13	house	0	HH	79.37	1875.0	0.0	-18.67	12.79	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0052	6	hearth	0	HH	81.75	1281.25	0.0	-18.29	7.13	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0085	6	her	0	HH	80.27	1718.75	0.0	-31.56	12.99	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0100	14	the	0	DH	73.92	1625.0	-7.46	-10.06	7.48	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0074	7	her	0	HH	87.1	1937.5	-7.01	-27.67	13.97	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0017	9	expressions	6	SH	85.21	2937.5	6.21	-2.58	24.35	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0096	15	motionless	2	SH	82.96	2093.75	1.08	-1.72	21.22	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0077	5	their	0	DH	67.68	562.5	-10.82	-16.17	2.78	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0079	14	seat	0	S	82.38	5656.25	23.34	21.47	8.1	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0083	11	far	0	F	69.56	1968.75	0.0	-4.34	13.62	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0061	18	the	0	DH	72.8	3125.0	8.96	-5.93	11.09	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0029	17	house	0	HH	74.23	1656.25	0.0	-19.63	11.31	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0029	4	she	0	SH	91.43	5812.5	23.07	9.57	18.58	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0089	9	from	0	F	73.07	3093.75	1.7	-12.34	8.21	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0029	6	she	0	SH	88.55	2937.5	18.25	10.48	21.47	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0076	13	visitors	2	Z	89.4	5781.25	24.61	21.19	7.62	Fricative	Voiced	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0054	8	him	0	HH	71.15	3125.0	-1.98	-9.02	9.83	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0027	8	head	0	HH	79.46	1906.25	0.0	-20.96	16.83	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	11	city	0	S	90.2	6125.0	25.18	22.54	4.66	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0054	16	sermons	0	S	84.42	5593.75	19.51	18.26	8.26	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0046	8	from	0	F	71.69	1937.5	0.0	-10.56	13.61	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0017	10	within	2	DH	62.2	2000.0	0.0	-1.72	10.93	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0052	15	ivy	1	V	61.01	1781.25	0.0	-9.56	6.89	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0038	2	had	0	HH	82.59	3125.0	-5.81	-21.05	14.31	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0040	0	he	0	HH	52.32	5187.5	4.75	2.13	4.11	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0037	21	amazon	3	Z	79.69	5343.75	15.35	16.92	8.45	Fricative	Voiced	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0057	11	them	0	DH	74.45	2000.0	0.0	-7.64	14.83	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0005	10	that	0	DH	67.68	1843.75	0.0	-7.85	8.31	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0021	17	fault	0	F	70.9	5937.5	2.75	-3.09	13.06	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0066	9	she	0	SH	83.63	3625.0	5.88	2.75	24.59	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0048	10	receiving	4	V	62.33	1906.25	-12.55	-8.1	11.64	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0100	11	the	0	DH	81.18	1687.5	-0.38	-24.65	3.23	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0081	5	magazine	4	Z	84.65	5906.25	16.12	16.3	8.85	Fricative	Voiced	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0039	11	sea	0	S	85.66	5468.75	16.98	20.91	8.18	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0073	2	his	0	HH	80.19	5093.75	0.92	-8.72	14.09	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0082	14	the	0	DH	63.92	2000.0	0.0	-4.84	11.93	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0035	6	hidden	0	HH	73.42	3031.25	4.33	-10.39	15.62	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0061	16	they	0	DH	68.36	2000.0	0.0	-1.98	10.98	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0018	6	happiness	0	HH	79.23	1937.5	0.0	-16.3	12.61	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0068	1	there	0	DH	80.2	1937.5	0.0	-13.58	10.32	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0084	11	her	0	HH	84.9	1843.75	0.0	-28.06	14.51	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0027	18	the	0	DH	64.41	1906.25	0.0	-6.33	6.72	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0067	0	even	1	V	70.5	5343.75	-19.54	-12.77	4.72	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0063	9	his	0	HH	72.91	3343.75	5.36	-14.8	12.68	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0058	16	she	0	SH	94.83	3218.75	22.0	14.63	21.39	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0087	11	face	0	F	69.08	5593.75	0.2	-0.26	12.1	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0001	14	the	0	DH	64.54	1625.0	-14.03	-13.7	3.32	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0097	14	that	0	DH	65.77	1625.0	-2.7	-17.12	2.04	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0020	3	think	0	TH	66.78	6000.0	8.7	-1.66	11.4	Fricative	Voiceless	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0012	26	his	0	HH	75.13	2156.25	3.47	-10.89	16.88	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0100	16	fell	0	F	69.53	1906.25	0.0	-2.06	16.3	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0096	18	he	0	HH	77.35	3062.5	4.96	-8.51	19.59	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0001	6	send	0	S	89.59	6093.75	22.81	20.79	8.8	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0037	1	the	0	DH	86.45	1812.5	-9.99	-22.85	0.58	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0021	16	the	0	DH	53.75	5187.5	4.37	3.99	7.93	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0005	20	the	0	DH	65.11	1656.25	0.0	-7.73	5.92	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0034	5	this	0	DH	71.41	1843.75	-12.49	-9.71	9.16	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0083	8	their	0	DH	83.13	2062.5	0.82	-23.19	5.51	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0072	12	situation	5	SH	83.18	3093.75	4.37	3.46	24.29	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0057	20	nothing	2	TH	67.8	5750.0	0.5	-1.87	13.42	Fricative	Voiceless	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0057	15	full	0	F	66.57	3062.5	2.1	-5.52	12.63	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0076	13	visitors	0	V	66.45	1687.5	-11.64	-12.28	8.36	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0055	18	voice	0	V	57.43	1781.25	-0.75	-9.27	3.61	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0039	10	the	0	DH	65.62	3500.0	-8.74	-8.25	3.51	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0050	8	so	0	S	72.28	5906.25	9.31	6.88	11.33	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0072	4	himself	0	HH	80.72	5281.25	8.07	2.5	7.7	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0050	1	had	0	HH	76.19	2093.75	0.74	-16.05	15.04	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0091	12	her	0	HH	73.56	1875.0	0.0	-21.11	8.49	Fricative	Voiceless	Glottal	Non_Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0043	4	the	0	DH	65.62	2968.75	-2.52	-8.92	6.27	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0048	3	courtesying	4	S	88.46	6062.5	21.17	20.58	7.43	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0088	4	loosened	2	S	88.15	5250.0	19.45	18.07	8.09	Fricative	Voiceless	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0050	2	never	2	V	67.27	1593.75	0.0	-13.33	7.28	Fricative	Voiced	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0080	4	magazines	4	Z	89.63	5593.75	20.55	15.41	8.0	Fricative	Voiced	Alveolar	Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0072	8	the	0	DH	66.49	2062.5	-1.38	-11.57	8.95	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0003	6	found	0	F	70.84	1781.25	0.0	-7.93	12.72	Fricative	Voiceless	Labiodental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0045	0	the	0	DH	52.41	1781.25	0.0	-0.33	5.72	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0100	9	impression	5	SH	86.67	3250.0	4.93	4.29	26.09	Fricative	Voiceless	Postalveolar	Sibilant	Posterior	R	CV	Good	Neu-R1	Neural	Neural-GA
booksent_2013_0085	0	the	0	DH	51.09	1781.25	0.0	-0.54	4.4	Fricative	Voiced	Dental	Non_Sibilant	Anterior	R	CV	Good	Neu-R1	Neural	Neural-GA
